fecha_reparto,Real,Predicción
2025-06-07,14589.413333331999,12288.500916148661
2025-06-08,7908.68333335,12282.133185710361
2025-06-09,7511.62,9456.491848738746
2025-06-10,6512.86,8739.615817922644
2025-06-11,7721.45,8930.001839330218
2025-06-12,9493.56,9644.841837438149
2025-06-13,7211.59,10291.859253480658
2025-06-14,9846.48,10789.439070450526
2025-06-16,12715.79,8226.52995932972
2025-06-17,6132.6,7904.410932724967
2025-06-18,7343.44,7790.018208241829
2025-06-19,6725.5,10763.045934084288
2025-06-20,6186.37,11897.788149214834
2025-06-21,8545.74,10556.564481883324
2025-06-23,9150.59,7361.570436657923
2025-06-24,8484.31,8574.151953475326
2025-06-25,11813.08,8589.330385771967
2025-06-26,10128.23,9822.016045394324
2025-06-27,6804.0,10133.883408112562
2025-06-28,14218.72,10734.897248320236
2025-06-30,10721.14,9559.26123912219
2025-07-01,4773.05665,8135.584814431252
2025-07-02,7007.92332,8594.7685688331
2025-07-03,6331.86999,8572.706357160025
2025-07-04,5739.04331,10658.901274743539
2025-07-05,7718.84333,11736.908908506313
2025-07-07,8072.09666,8063.710165360723
2025-07-08,7331.63332,8257.447075721437
2025-07-09,7904.25,6937.777248239837
2025-07-10,7743.46332,9251.729005671397
2025-07-11,6535.44332,9627.332395143703
2025-07-12,8542.47332,9557.781206444055
2025-07-14,7381.01666,7968.837988507656
2025-07-15,7821.11665,7809.805420151153
2025-07-16,8020.69665,9163.844073610917
2025-07-17,7881.6433,8264.057768554227
2025-07-18,8001.19998,8618.019284411135
2025-07-19,8426.66665,10004.950692946944
2025-07-21,7065.69332,7276.783874522279
2025-07-22,8917.63332,8035.328984676809
2025-07-23,10667.529989999999,8036.235208297427
2025-07-24,8538.14666,7502.415997939492
2025-07-25,8859.06,9018.276166425601
2025-07-26,10700.74999,10663.47991902647
2025-07-27,6921.42665,10832.071589332467
2025-07-28,5803.38666,9975.711489527785
2025-07-30,8623.91665,8711.538638399952
2025-07-31,11217.69998,9049.889564487863
2025-08-01,5814.5,9735.900122436697
2025-08-02,8390.16494,9696.419086653974
2025-08-04,6614.40333,7793.945936968165
2025-08-05,7115.79332,9328.055504217074
2025-08-06,8908.11333,8421.359172683355
2025-08-07,8961.18,10223.859655366345
2025-08-08,6526.78998,10887.804123827604
2025-08-09,7719.4533,10908.179835575853
2025-08-11,7837.2,9151.076116145186
2025-08-12,8502.15664,7676.137153716629
2025-08-13,10226.96332,8192.746766372384
2025-08-14,6363.40999,10159.44273669313
2025-08-15,6357.10331,9421.316131862888
2025-08-16,7786.34332,10718.853395155089
2025-08-18,8879.81665,10523.132016570093
2025-08-19,7399.41331,7700.903777484587
2025-08-20,10667.90666,8701.411522909433
2025-08-21,6978.59333,9850.907770842381
2025-08-22,7357.28666,10038.275737664846
2025-08-23,8098.25332,11536.325779119392
2025-08-24,6720.74662,8318.561150859578
2025-08-25,5632.37,8466.986153935833
2025-08-26,7536.75998,6939.521633803098
2025-08-27,5358.73666,7330.961598606692
2025-08-28,6821.31665,10248.117902475657
2025-08-29,7736.19332,8704.190232365083
2025-08-30,9891.2933,9467.02920533491
2025-08-31,6164.09999,10228.445029858944
2025-09-02,4687.15333,9214.461343072755
2025-09-03,5351.97332,8862.32627380123
2025-09-04,5510.0333200000005,9822.953829598078
2025-09-05,5543.0,10370.743185813897
2025-09-06,6401.08,10555.296099701096
2025-09-08,6527.56332,8397.631428169594
2025-09-09,5439.21998,7100.403490825685
2025-09-10,8670.56666,7567.19194617132
2025-09-11,10468.69332,9962.830679444125
2025-09-12,5838.84999,10089.588971553232
2025-09-13,6850.18332,10644.598626565441
2025-09-15,7429.35665,9683.33735808112
2025-09-16,8932.75998,7678.531079959993
2025-09-17,6969.84331,8248.39697593686
2025-09-18,9015.09999,9473.026424698859
2025-09-19,6524.84331,9884.047471337093
2025-09-20,8695.02665,11944.266525318948
2025-09-22,8328.71999,8742.886737195757
2025-09-23,6671.57666,7786.551910251221
2025-09-24,9320.07163,8763.42328516461
2025-09-25,6787.65666,9370.196967171009
2025-09-26,7568.76999,8980.697715693948
2025-09-27,8591.33,11311.008955311747
2025-09-28,8038.78663,11040.087812433809
2025-09-29,6468.31665,8218.059827121422
2025-09-30,9125.0,7423.267685672756
2025-10-01,3170.31333,9281.999230966052
2025-10-02,10370.61666,9605.475949177093
2025-10-03,7082.61996,10295.268476254083
2025-10-04,7733.96995,9749.512255844447
2025-10-06,15384.71999,9130.214126315097
2025-10-07,6743.5333,9221.426093760398
2025-10-08,7591.34997,9812.300253409314
2025-10-09,7586.29333,9834.964433543626
2025-10-10,5834.56663,11014.445877197068
2025-10-11,10754.94999,10121.093595900742
2025-10-13,7632.35331,9591.21617352189
2025-10-14,7372.3133,8126.344040491251
2025-10-15,7782.16662,8236.614182417006
2025-10-16,9235.8733,9165.85159698627
2025-10-17,7177.27665,10230.711595356259
2025-10-18,10700.8066,12329.453946163836
2025-10-20,10077.88331,9227.494988636025
2025-10-21,7246.1133,6769.693426416826
2025-10-22,7515.51663,7729.094458320663
2025-10-23,6895.54665,9691.633313963674
2025-10-24,6319.56666,9657.68135413756
2025-10-25,7677.39332,9568.604001808777
2025-10-27,8123.69664,7726.794556027141
2025-10-28,7031.27664,7299.373773767125
2025-10-29,9581.93664,8641.496203588846
2025-10-30,8114.63663,8573.570929990748
2025-10-31,8228.25998,8849.665179865133
2025-11-01,6217.46664,10708.047548926457
2025-11-03,5652.28333,8937.994290123836
2025-11-04,6695.2333,7990.200474701933
2025-11-05,8715.64665,7082.285933664435
2025-11-06,11565.25,8704.816120698997
2025-11-07,7714.48333,8675.442148647911
2025-11-08,9320.37999,9316.040771259357
2025-11-10,7884.5,7331.58382606366
2025-11-11,7715.76666,8839.836387132093
2025-11-12,8926.48332,8343.696230933143
2025-11-13,6570.59999,8914.957563922124
